Range (km),Battery Level (%),Latitude (°),Longitude (°),Speed (km/h),Maintenance Cost ($),Charging Cost ($),Pin Code,Working Condition,Charging Status,Energy Consumed (kWh),Fast Charge Speed (kW),Date,dvr,Make,mgr,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,km
89.69,28,11.16673,72.02792099999998,140,233,26,172632,1,0,13.4535,55,2023-07-14,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,54640.0
89.69,28,11.16673,72.02792099999998,92,233,26,172632,1,0,13.4535,55,2023-07-14,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,52028.0
429.82,95,36.680044,75.378566,140,128,39,263186,1,0,64.473,114,2023-01-29,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,181699.0
429.82,95,36.680044,75.378566,92,128,39,263186,1,0,64.473,114,2023-01-29,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,185663.0
160.67,42,21.986507,93.73891,140,96,29,959791,1,0,24.1005,128,2023-03-21,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,73716.0
160.67,42,21.986507,93.73891,92,96,29,959791,1,0,24.1005,128,2023-03-21,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,74141.0
296.56,70,15.057454000000002,86.248261,140,236,5,552587,1,1,44.484,148,2023-03-21,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,136341.0
296.56,70,15.057454000000002,86.248261,92,236,5,552587,1,1,44.484,148,2023-03-21,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,127711.0
147.69,39,23.809624,68.018468,140,196,11,914790,1,0,22.1535,99,2023-11-29,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,71402.0
147.69,39,23.809624,68.018468,92,196,11,914790,1,0,22.1535,99,2023-11-29,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,68573.0
129.5,38,25.630889,79.318515,140,69,19,282149,1,0,19.425,92,2023-05-18,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,63191.0
129.5,38,25.630889,79.318515,92,69,19,282149,1,0,19.425,92,2023-05-18,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,70142.0
58.68,23,15.585339,84.446484,140,75,28,890279,1,1,8.802,111,2023-09-08,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,39328.0
58.68,23,15.585339,84.446484,92,75,28,890279,1,1,8.802,111,2023-09-08,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,36454.0
364.19,83,31.139676,86.694528,140,51,10,405487,0,1,54.6285,50,2023-03-19,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,159793.0
364.19,83,31.139676,86.694528,92,51,10,405487,0,1,54.6285,50,2023-03-19,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,162197.0
271.74,64,31.428742,95.886844,140,159,24,631917,1,1,40.761,135,2023-02-07,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,123549.0
271.74,64,31.428742,95.886844,92,159,24,631917,1,1,40.761,135,2023-02-07,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,121308.0
381.03,85,14.755532999999998,85.783365,140,59,37,539499,1,0,57.15449999999999,64,2023-03-28,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,162717.0
381.03,85,14.755532999999998,85.783365,92,59,37,539499,1,0,57.15449999999999,64,2023-03-28,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,163121.0
267.63,64,14.404226,83.260387,140,182,33,179465,1,1,40.1445,122,2023-10-27,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,116795.0
267.63,64,14.404226,83.260387,92,182,33,179465,1,1,40.1445,122,2023-10-27,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,122693.0
337.36,76,25.247589,72.743703,140,254,8,122516,1,1,50.604,141,2023-11-25,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,152184.0
337.36,76,25.247589,72.743703,92,254,8,122516,1,1,50.604,141,2023-11-25,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,152120.0
335.12,76,16.819994,72.33715500000002,140,201,40,859524,1,1,50.268,86,2023-01-17,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,148785.0
335.12,76,16.819994,72.33715500000002,92,201,40,859524,1,1,50.268,86,2023-01-17,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,149710.0
305.91,72,17.623112,68.644677,140,284,10,965028,0,0,45.88650000000001,60,2023-02-01,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,133359.0
305.91,72,17.623112,68.644677,92,284,10,965028,0,0,45.88650000000001,60,2023-02-01,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,131539.0
90.59,28,17.683789,72.224721,140,194,34,759321,1,0,13.5885,98,2023-12-23,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,53080.0
90.59,28,17.683789,72.224721,92,194,34,759321,1,0,13.5885,98,2023-12-23,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,49872.0
130.02,36,25.868708,85.037971,140,192,39,459952,1,0,19.503,138,2023-08-11,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,70292.0
130.02,36,25.868708,85.037971,92,192,39,459952,1,0,19.503,138,2023-08-11,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,61883.0
215.07,53,22.602362,79.711434,140,56,11,487279,0,1,32.2605,64,2023-03-17,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,99152.0
215.07,53,22.602362,79.711434,92,56,11,487279,0,1,32.2605,64,2023-03-17,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,99100.0
440.45,96,25.082122,80.992519,140,191,21,514611,1,1,66.0675,63,2023-07-28,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,193390.0
440.45,96,25.082122,80.992519,92,191,21,514611,1,1,66.0675,63,2023-07-28,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,184188.0
62.09,25,32.286432,85.051764,140,112,11,164033,1,0,9.3135,113,2023-06-06,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,37135.0
62.09,25,32.286432,85.051764,92,112,11,164033,1,0,9.3135,113,2023-06-06,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,36652.0
406.2,91,17.269762,89.803095,140,124,11,226765,1,1,60.92999999999999,50,2023-11-22,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,177206.0
406.2,91,17.269762,89.803095,92,124,11,226765,1,1,60.92999999999999,50,2023-11-22,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,180028.0
386.8,87,25.656778,85.69085799999998,140,65,23,424536,1,1,58.02,112,2023-06-04,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,164337.0
386.8,87,25.656778,85.69085799999998,92,65,23,424536,1,1,58.02,112,2023-06-04,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,164855.0
336.66,78,15.198382,94.733328,140,209,40,653987,1,0,50.499,66,2023-02-25,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,148078.0
336.66,78,15.198382,94.733328,92,209,40,653987,1,0,50.499,66,2023-02-25,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,148590.0
60.16,22,32.084768,71.576722,140,88,11,125096,1,1,9.024,52,2023-11-30,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,35354.0
60.16,22,32.084768,71.576722,92,88,11,125096,1,1,9.024,52,2023-11-30,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,34453.0
118.73,33,12.89535,72.754595,140,85,5,381193,1,0,17.8095,62,2023-10-10,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,57687.0
118.73,33,12.89535,72.754595,92,85,5,381193,1,0,17.8095,62,2023-10-10,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,58603.0
129.09,36,31.386416,79.943619,140,298,8,741271,1,1,19.3635,93,2023-07-05,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,69016.0
129.09,36,31.386416,79.943619,92,298,8,741271,1,1,19.3635,93,2023-07-05,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,69802.0
159.36,43,16.480214,74.76243000000002,140,51,14,680457,1,1,23.904,147,2023-05-01,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,78358.0
159.36,43,16.480214,74.76243000000002,92,51,14,680457,1,1,23.904,147,2023-05-01,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,75667.0
324.17,75,22.405689,93.035544,140,79,13,254535,1,0,48.6255,95,2023-03-16,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,139221.0
324.17,75,22.405689,93.035544,92,79,13,254535,1,0,48.6255,95,2023-03-16,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,145113.0
334.11,74,15.399532999999998,75.116709,140,167,13,871928,1,1,50.1165,69,2023-07-06,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,147917.0
334.11,74,15.399532999999998,75.116709,92,167,13,871928,1,1,50.1165,69,2023-07-06,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,144139.0
177.57,46,34.4658,94.264143,140,273,36,191538,1,1,26.6355,92,2023-05-02,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,84695.0
177.57,46,34.4658,94.264143,92,273,36,191538,1,1,26.6355,92,2023-05-02,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,83992.0
329.7,75,33.535827000000005,69.50778199999999,140,82,32,994436,1,1,49.455,144,2023-07-11,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,140629.0
329.7,75,33.535827000000005,69.50778199999999,92,82,32,994436,1,1,49.455,144,2023-07-11,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,142351.0
341.65,77,34.881549,94.346245,140,261,29,151165,1,1,51.2475,72,2023-01-20,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,147219.0
341.65,77,34.881549,94.346245,92,261,29,151165,1,1,51.2475,72,2023-01-20,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,153202.0
52.35,20,34.363189,88.716127,140,58,12,165704,1,1,7.8525,146,2023-01-10,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,34930.0
52.35,20,34.363189,88.716127,92,58,12,165704,1,1,7.8525,146,2023-01-10,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,34580.0
377.69,83,11.393012,96.68822,140,284,36,854523,0,1,56.6535,108,2023-05-06,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,167045.0
377.69,83,11.393012,96.68822,92,284,36,854523,0,1,56.6535,108,2023-05-06,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,159830.0
110.79,32,19.948284,76.517886,140,157,19,131263,1,1,16.6185,132,2023-11-16,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,56799.0
110.79,32,19.948284,76.517886,92,157,19,131263,1,1,16.6185,132,2023-11-16,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,59297.0
110.1,31,25.215312,92.353859,140,75,34,120258,0,0,16.514999999999993,91,2023-09-06,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,60124.0
110.1,31,25.215312,92.353859,92,75,34,120258,0,0,16.514999999999993,91,2023-09-06,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,62478.0
338.25,77,30.015715000000004,95.175033,140,90,32,986659,1,0,50.7375,56,2023-07-01,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,145249.0
338.25,77,30.015715000000004,95.175033,92,90,32,986659,1,0,50.7375,56,2023-07-01,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,151922.0
256.83,60,15.269356,82.545089,140,268,11,117648,1,1,38.5245,146,2023-12-01,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,113020.0
256.83,60,15.269356,82.545089,92,268,11,117648,1,1,38.5245,146,2023-12-01,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,113818.0
94.69,31,12.388878,70.667395,140,188,37,400510,1,0,14.2035,146,2023-02-03,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,48569.0
94.69,31,12.388878,70.667395,92,188,37,400510,1,0,14.2035,146,2023-02-03,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,56653.0
114.41,35,34.565496,90.709172,140,134,13,219739,1,0,17.1615,92,2023-01-20,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,63307.0
114.41,35,34.565496,90.709172,92,134,13,219739,1,0,17.1615,92,2023-01-20,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,58194.0
264.8,62,19.219139,93.388235,140,234,17,919051,1,1,39.72,128,2023-03-31,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,117935.0
264.8,62,19.219139,93.388235,92,234,17,919051,1,1,39.72,128,2023-03-31,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,115843.0
391.13,85,11.156241,87.75902099999998,140,276,25,916403,0,1,58.6695,126,2023-08-13,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,173428.0
391.13,85,11.156241,87.75902099999998,92,276,25,916403,0,1,58.6695,126,2023-08-13,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,171903.0
130.82,37,18.865908,70.381912,140,190,32,632736,1,1,19.623,91,2023-06-15,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,62247.0
130.82,37,18.865908,70.381912,92,190,32,632736,1,1,19.623,91,2023-06-15,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,65733.0
435.57,95,25.863949,69.514429,140,171,9,671066,1,0,65.3355,147,2023-03-21,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,186435.0
435.57,95,25.863949,69.514429,92,171,9,671066,1,0,65.3355,147,2023-03-21,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,191963.0
338.52,76,25.809217,89.649704,140,176,11,462356,1,0,50.778,52,2023-07-26,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,149057.0
338.52,76,25.809217,89.649704,92,176,11,462356,1,0,50.778,52,2023-07-26,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,149266.0
89.75,30,34.358176,77.732826,140,192,13,642105,1,0,13.4625,124,2023-05-31,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,45809.0
89.75,30,34.358176,77.732826,92,192,13,642105,1,0,13.4625,124,2023-05-31,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,50840.0
431.31,94,19.248982,77.573308,140,119,22,774525,1,1,64.6965,117,2023-12-06,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,182998.0
431.31,94,19.248982,77.573308,92,119,22,774525,1,1,64.6965,117,2023-12-06,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,188204.0
139.83,40,26.564235,81.566575,140,55,15,500985,1,1,20.974500000000006,93,2023-04-24,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,69621.0
139.83,40,26.564235,81.566575,92,55,15,500985,1,1,20.974500000000006,93,2023-04-24,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,70476.0
404.16,89,28.458635,95.574612,140,173,11,735863,1,1,60.624,148,2023-11-10,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,177353.0
404.16,89,28.458635,95.574612,92,173,11,735863,1,1,60.624,148,2023-11-10,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,174559.0
106.75,32,22.253536,74.201589,140,259,22,264026,0,1,16.0125,76,2023-06-21,dinesh,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,56096.0
106.75,32,22.253536,74.201589,92,259,22,264026,0,1,16.0125,76,2023-06-21,praveen,Tesla2,vettal,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,58631.0
167.81,42,24.675029,83.464479,135,193,30,500648,1,1,25.1715,149,2023-12-21,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,80097.0
167.81,42,24.675029,83.464479,90,193,30,500648,1,1,25.1715,149,2023-12-21,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,76407.0
204.81,49,26.094913,85.970824,135,261,33,992155,1,0,30.7215,89,2023-05-29,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,96803.0
204.81,49,26.094913,85.970824,90,261,33,992155,1,0,30.7215,89,2023-05-29,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,97317.0
317.69,72,27.402052,72.872276,135,134,22,652725,1,1,47.6535,113,2023-06-11,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,139509.0
317.69,72,27.402052,72.872276,90,134,22,652725,1,1,47.6535,113,2023-06-11,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,138880.0
308.54,69,27.867124,96.006135,135,174,27,397448,1,1,46.28100000000001,146,2023-09-16,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,133659.0
308.54,69,27.867124,96.006135,90,174,27,397448,1,1,46.28100000000001,146,2023-09-16,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,134804.0
142.39,40,12.174429,95.874684,135,107,25,709089,1,1,21.3585,83,2023-11-17,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,67858.0
142.39,40,12.174429,95.874684,90,107,25,709089,1,1,21.3585,83,2023-11-17,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,75084.0
442.43,97,24.604955,76.405236,135,83,9,683602,1,1,66.36449999999999,64,2023-09-25,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,192908.0
442.43,97,24.604955,76.405236,90,83,9,683602,1,1,66.36449999999999,64,2023-09-25,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,192976.0
340.51,76,32.885496,80.45321,135,93,16,241476,1,0,51.0765,148,2023-01-19,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,153235.0
340.51,76,32.885496,80.45321,90,93,16,241476,1,0,51.0765,148,2023-01-19,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,148660.0
175.81,45,36.168788,69.67094200000001,135,95,9,900307,1,0,26.3715,53,2023-03-25,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,86245.0
175.81,45,36.168788,69.67094200000001,90,95,9,900307,1,0,26.3715,53,2023-03-25,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,83915.0
75.56,24,11.067838,82.75705699999997,135,97,19,281889,1,1,11.334,61,2023-08-15,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,45751.0
75.56,24,11.067838,82.75705699999997,90,97,19,281889,1,1,11.334,61,2023-08-15,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,46362.0
194.1,47,20.31628,92.244434,135,277,17,232803,1,1,29.115,95,2023-12-01,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,91316.0
194.1,47,20.31628,92.244434,90,277,17,232803,1,1,29.115,95,2023-12-01,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,93325.0
315.43,74,25.983408,94.827633,135,214,32,354800,1,1,47.3145,88,2023-09-20,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,142980.0
315.43,74,25.983408,94.827633,90,214,32,354800,1,1,47.3145,88,2023-09-20,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,136401.0
405.07,89,27.462551,81.327675,135,80,5,971742,1,0,60.76049999999999,147,2023-07-16,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,177148.0
405.07,89,27.462551,81.327675,90,80,5,971742,1,0,60.76049999999999,147,2023-07-16,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,171826.0
174.08,46,32.311605,96.506998,135,150,39,974091,1,0,26.112,66,2023-06-13,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,88206.0
174.08,46,32.311605,96.506998,90,150,39,974091,1,0,26.112,66,2023-06-13,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,82259.0
117.37,34,23.982948,92.92979,135,123,31,283129,1,1,17.6055,56,2023-04-23,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,65366.0
117.37,34,23.982948,92.92979,90,123,31,283129,1,1,17.6055,56,2023-04-23,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,65680.0
408.14,89,17.613965,71.590166,135,136,20,580194,1,1,61.221,116,2023-01-03,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,174093.0
408.14,89,17.613965,71.590166,90,136,20,580194,1,1,61.221,116,2023-01-03,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,171277.0
105.55,33,23.018215,75.479798,135,148,34,767325,1,1,15.8325,124,2023-12-05,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,55707.0
105.55,33,23.018215,75.479798,90,148,34,767325,1,1,15.8325,124,2023-12-05,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,58004.0
176.93,46,24.922172,90.972473,135,168,7,305616,1,0,26.5395,98,2023-12-09,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,83386.0
176.93,46,24.922172,90.972473,90,168,7,305616,1,0,26.5395,98,2023-12-09,kohli,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,82638.0
113.2,32,10.381878,74.084489,135,138,10,769084,0,0,16.98,59,2023-02-26,mahendra,Polestar,mathew,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,63255.0
